№ чека;Дата;Время;Товар;Кол-во;Сумма;Способ платежа (нал / безнал);Покупатель;Себестоимость закупки
100000218;5-27-2017;0,539722222;Кроссовки тип 3, Nike;1;2651.176;наличные;;1282
100000218;5-27-2017;0,539722222;Штаны тип 7, Adidas;1;1984.32;наличные;;954
100000218;5-27-2017;0,539722222;Футболка тип 1, Adidas;1;418.509;наличные;;219
100000247;8-18-2017;0,767743056;Колготки тип 7, Nike;1;321.03808;безналичные;;151
100000247;8-18-2017;0,767743056;Туфли тип 3, Reebok;1;2500.2;безналичные;;1389
100000249;12-8-2016;0,850289352;Запонка тип 6, Reebok;1;396.7392;безналичные;;221
100000249;12-8-2016;0,850289352;Штаны тип 9, Puma;1;858.28;безналичные;;499
100000266;9-4-2016;0,489814815;Рубашка тип 6, Puma;1;551.76;наличные;;330
100000268;6-17-2017;0,830578704;Рубашка тип 5, Nike;1;911.744;наличные;;419
100000268;6-17-2017;0,830578704;Сапоги тип 4, Nike;1;6929.088;наличные;;2868
100000271;9-19-2016;0,514490741;Футболка тип 1, Reebok;2;619.36;безналичные;;316
100000271;9-19-2016;0,514490741;Шапка тип 6, Nike;1;510.024;безналичные;;237
100000282;1-23-2018;0,846099537;Кроссовки тип 1, Adidas;1;2771.1044;наличные;;1748
100000289;2-26-2018;0,869201389;Штаны тип 11, Puma;1;544.824;наличные;;329
100000289;2-26-2018;0,869201389;Майка тип 2, Puma;1;624;наличные;;390
100000289;2-26-2018;0,869201389;Туфли тип 2, Puma;1;3008.49792;наличные;;2032
100000304;9-13-2017;0,673819444;Штаны тип 3, Puma;2;825.6;наличные;;516
100000321;3-13-2016;0,599583333;Запонка тип 4, Reebok;1;656.992;наличные;;419
100000325;7-22-2016;0,594074074;Туфли тип 3, Reebok;1;2375.19;безналичные;;1389
100000328;8-3-2017;0,575717593;Шлёпки тип 1, Nike;1;371.68;наличные;;184
100000328;8-3-2017;0,575717593;Запонка тип 1, Nike;1;495.824;наличные;;233
100000349;11-26-2017;0,839039352;Шапка тип 6, Puma;1;340.6572;наличные;;251
100000351;8-29-2018;0,750717593;Сапоги тип 5, Adidas;2;5720.58;наличные;;3126
100000351;8-29-2018;0,750717593;Штаны тип 8, Reebok;2;4585.9968;наличные;;2464
100000351;8-29-2018;0,750717593;Штаны тип 12, Nike;1;1640.312;наличные;;758
100000351;8-29-2018;0,750717593;Шлёпки тип 2, Adidas;1;677.9524;наличные;;346
100000366;2-3-2018;0,516886574;Туфли тип 1, Adidas;1;3712.5;безналичные;ФИО 735;1875
100000398;10-1-2016;0,49119213;Кроссовки тип 3, Reebok;1;2059.78;безналичные;;1138
100000398;10-1-2016;0,49119213;Футболка тип 2, Nike;1;431.136;безналичные;;216
100000398;10-1-2016;0,49119213;Футболка тип 2, Reebok;1;385.2;безналичные;;214
100000418;2-24-2016;0,856886574;Запонка тип 1, Nike;1;495.824;наличные;;233
100000428;7-24-2018;0,859236111;Рубашка тип 3, Adidas;1;747.72;наличные;ФИО 899;372
100000432;4-4-2018;0,57505787;Штаны тип 1, Puma;1;621.18144;безналичные;;418
100000434;5-27-2018;0,551423611;Майка тип 1, Reebok;1;158.928;безналичные;;88
100000434;5-27-2018;0,551423611;Шлёпки тип 3, Reebok;2;962.28;безналичные;;486
100000434;5-27-2018;0,551423611;Колготки тип 7, Puma;1;554.4448;безналичные;;320
100000447;8-20-2018;0,435185185;Рубашка тип 10, Adidas;1;446.9;наличные;;205
100000447;8-20-2018;0,435185185;Шлёпки тип 3, Adidas;2;534.8722;наличные;;302
100000447;8-20-2018;0,435185185;Сапоги тип 5, Nike;2;16014.36;наличные;;7086
100000450;5-12-2017;0,679884259;Шлёпки тип 1, Adidas;1;376.272;наличные;;195
100000450;5-12-2017;0,679884259;Футболка тип 3, Adidas;1;623.28;наличные;;318
100000450;5-12-2017;0,679884259;Колготки тип 3, Reebok;1;356.96;наличные;;184
100000450;5-12-2017;0,679884259;Кепка тип 2, Reebok;1;172.788;наличные;;105
100000463;11-10-2016;0,614513889;Штаны тип 12, Reebok;1;542.82;наличные;;249
100000463;11-10-2016;0,614513889;Рубашка тип 1, Nike;1;1394.64288;наличные;;837
100000484;3-14-2016;0,807893519;Шапка тип 2, Reebok;1;348.128;наличные;;176
100000498;5-7-2017;0,576261574;Штаны тип 1, Nike;2;4550.072;наличные;ФИО 741;1874
100000498;5-7-2017;0,576261574;Майка тип 4, Nike;1;321.824;наличные;ФИО 741;178
100000498;5-7-2017;0,576261574;Кепка тип 3, Adidas;1;380.21;наличные;ФИО 741;197
100000498;5-7-2017;0,576261574;Футболка тип 1, Reebok;1;309.68;наличные;ФИО 741;158
100000498;5-7-2017;0,576261574;Ремень тип 3, Puma;1;593.712;наличные;ФИО 741;342
100000520;7-6-2018;0,442048611;Сапоги тип 2, Nike;2;11867.904;безналичные;;5454
100000525;3-4-2016;0,517592593;Штаны тип 4, Adidas;1;1299.315;безналичные;;705
100000525;3-4-2016;0,517592593;Запонка тип 6, Puma;1;365.72;безналичные;;205
100000533;7-23-2017;0,763993056;Майка тип 1, Reebok;1;189.2;наличные;;88
100000533;7-23-2017;0,763993056;Кепка тип 1, Puma;1;237.984;наличные;;134
100000533;7-23-2017;0,763993056;Кроссовки тип 4, Adidas;1;1544.51;наличные;;739
100000533;7-23-2017;0,763993056;Шапка тип 5, Puma;1;234.08;наличные;;140
100000533;7-23-2017;0,763993056;Рубашка тип 10, Adidas;1;361.989;наличные;;205
100000543;8-2-2018;0,597696759;Запонка тип 7, Nike;1;482.74128;безналичные;;252
100000544;9-9-2016;0,866481481;Кроссовки тип 4, Adidas;2;2718.3376;наличные;;1478
100000554;7-26-2016;0,657175926;Ремень тип 3, Nike;1;469.264;безналичные;;211
100000554;7-26-2016;0,657175926;Футболка тип 2, Adidas;1;439.3224;безналичные;;258
100000556;1-23-2017;0,653356481;Рубашка тип 10, Nike;1;397.46;наличные;;167
100000556;1-23-2017;0,653356481;Рубашка тип 11, Puma;1;734.72;наличные;;410
100000558;3-23-2017;0,696805556;Футболка тип 4, Puma;1;297.344;безналичные;;184
100000570;2-4-2017;0,732037037;Рубашка тип 12, Reebok;1;1149.183;безналичные;;629
100000582;6-21-2018;0,604560185;Футболка тип 3, Reebok;2;828.516;наличные;ФИО 110;452
100000583;8-13-2018;0,627847222;Рубашка тип 12, Adidas;1;820.8;наличные;;456
100000583;8-13-2018;0,627847222;Шапка тип 2, Reebok;1;374.616;наличные;;176
100000583;8-13-2018;0,627847222;Сапоги тип 2, Puma;1;1927.072;наличные;;1229
100000583;8-13-2018;0,627847222;Шапка тип 6, Nike;1;510.024;наличные;;237
100000592;10-31-2017;0,561354167;Шлёпки тип 1, Adidas;1;391.95;наличные;;195
100000592;10-31-2017;0,561354167;Шапка тип 2, Nike;1;546.448;наличные;;238
100000597;10-5-2016;0,767800926;Кроссовки тип 6, Puma;1;2577.472;наличные;;1564
100000597;10-5-2016;0,767800926;Майка тип 2, Puma;1;624;наличные;;390
100000620;11-7-2017;0,87462963;Шапка тип 7, Adidas;2;647.68;наличные;ФИО 638;352
100000620;11-7-2017;0,87462963;Мячик тип 1, Adidas;1;60.45;наличные;ФИО 638;31
100000620;11-7-2017;0,87462963;Штаны тип 1, Nike;1;2275.036;наличные;ФИО 638;937
100000623;5-24-2018;0,541921296;Шапка тип 4, Adidas;1;562.8;безналичные;ФИО 894;280
100000626;3-26-2017;0,556412037;Ремень тип 2, Adidas;1;325.95;безналичные;ФИО 1123;159
100000627;3-26-2018;0,708206019;Рубашка тип 4, Adidas;2;717.96;безналичные;;372
100000627;3-26-2018;0,708206019;Запонка тип 5, Nike;1;949.648;безналичные;;427
100000627;3-26-2018;0,708206019;Туфли тип 4, Reebok;1;6167.26;безналичные;;3298
100000627;3-26-2018;0,708206019;Штаны тип 7, Nike;1;2163.30264;безналичные;;1299
100000635;8-31-2016;0,516643519;Майка тип 1, Puma;1;420.784;наличные;ФИО 319;238
100000641;5-28-2017;0,418310185;Футболка тип 2, Puma;1;313.6;наличные;;200
100000641;5-28-2017;0,418310185;Колготки тип 6, Nike;1;536.52;наличные;;255
100000641;5-28-2017;0,418310185;Кепка тип 3, Nike;1;357.06;наличные;;165
100000672;2-16-2016;0,399143519;Рубашка тип 2, Adidas;1;1007.4;безналичные;ФИО 447;460
100000676;8-2-2016;0,647673611;Шлёпки тип 1, Reebok;1;610.896;наличные;;312
100000700;5-28-2016;0,584884259;Кроссовки тип 5, Nike;1;2394.24768;безналичные;ФИО 653;1206
100000710;12-30-2016;0,44068287;Рубашка тип 7, Adidas;1;1550.25;наличные;;795
100000728;1-1-2017;0,738541667;Колготки тип 1, Reebok;1;343.98;безналичные;;182
100000765;6-30-2017;0,408275463;Рубашка тип 12, Nike;1;974.028;наличные;;471
100000765;6-30-2017;0,408275463;Рубашка тип 7, Reebok;2;2620.52;наличные;;1372
100000765;6-30-2017;0,408275463;Сапоги тип 2, Reebok;1;2607.95;наличные;;1213
100000792;2-18-2017;0,620474537;Кепка тип 1, Nike;1;436.96128;наличные;ФИО 1156;224
100000792;2-18-2017;0,620474537;Мячик тип 2, Reebok;1;100.11;наличные;ФИО 1156;47
100000792;2-18-2017;0,620474537;Сапоги тип 3, Adidas;1;6357.88;наличные;ФИО 1156;2999
100000800;8-24-2016;0,817175926;Сапоги тип 1, Reebok;1;4917.9;наличные;;2535
100000800;8-24-2016;0,817175926;Рубашка тип 11, Reebok;2;2962.96;наличные;;1628
100000832;12-10-2017;0,530138889;Кроссовки тип 4, Nike;1;1782.428;безналичные;;893
100000832;12-10-2017;0,530138889;Шапка тип 4, Nike;1;573.672;безналичные;;246
100000832;12-10-2017;0,530138889;Запонка тип 2, Reebok;1;432;безналичные;;200
100000855;12-9-2017;0,425578704;Рубашка тип 11, Puma;1;602.4704;наличные;;410
100000860;3-24-2017;0,787337963;Футболка тип 6, Reebok;2;742.1;наличные;;362
100000860;3-24-2017;0,787337963;Штаны тип 4, Adidas;1;1084.995;наличные;;705
100000861;12-26-2016;0,459050926;Майка тип 4, Puma;2;469.504;наличные;;262
100000861;12-26-2016;0,459050926;Футболка тип 3, Reebok;1;440.7;наличные;;226
100000865;11-2-2016;0,639108796;Кепка тип 1, Puma;2;475.968;наличные;;268
100000870;1-4-2016;0,855231481;Колготки тип 4, Puma;1;297.024;безналичные;;168
100000870;1-4-2016;0,855231481;Майка тип 4, Nike;1;402.28;безналичные;;178
100000870;1-4-2016;0,855231481;Шапка тип 5, Puma;1;198.968;безналичные;;140
100000870;1-4-2016;0,855231481;Рубашка тип 10, Reebok;1;923.0904;безналичные;;531
100000876;10-30-2017;0,616226852;Колготки тип 3, Puma;2;1212.928;безналичные;;736
100000876;10-30-2017;0,616226852;Сапоги тип 6, Adidas;1;5889.38;безналичные;;2714
100000882;8-13-2016;0,541354167;Майка тип 3, Reebok;1;487.3653;наличные;ФИО 858;263
100000882;8-13-2016;0,541354167;Шлёпки тип 3, Adidas;1;300.49;наличные;ФИО 858;151
100000897;1-27-2017;0,772546296;Шапка тип 5, Adidas;1;322.74;наличные;;163
100000924;10-14-2016;0,861875;Штаны тип 4, Adidas;1;1339.5;наличные;;705
100000924;10-14-2016;0,861875;Колготки тип 4, Reebok;1;663.5412;наличные;;393
100000924;10-14-2016;0,861875;Кепка тип 2, Puma;1;314.64;наличные;;190
100000925;7-24-2017;0,577905093;Штаны тип 9, Puma;2;1716.56;наличные;;998
100000946;7-21-2018;0,496261574;Штаны тип 9, Reebok;2;1082.5248;безналичные;;672
100000949;5-1-2018;0,805949074;Штаны тип 1, Nike;1;1979.28132;безналичные;;937
100000951;2-17-2017;0,697233796;Шлёпки тип 1, Nike;1;371.68;наличные;;184
100000951;2-17-2017;0,697233796;Сапоги тип 2, Adidas;1;6783.45;наличные;;3309
100000951;2-17-2017;0,697233796;Сапоги тип 6, Adidas;1;5889.38;наличные;;2714
100000951;2-17-2017;0,697233796;Штаны тип 2, Reebok;1;335.49;наличные;;159
100000951;2-17-2017;0,697233796;Рубашка тип 5, Adidas;1;1433.36;наличные;;779
100000951;2-17-2017;0,697233796;Запонка тип 7, Reebok;2;1025.28;наличные;;534
100000951;2-17-2017;0,697233796;Штаны тип 6, Reebok;1;1257.762;наличные;;649
100000951;2-17-2017;0,697233796;Туфли тип 2, Nike;1;3792.536;наличные;;1562
100000951;2-17-2017;0,697233796;Штаны тип 8, Adidas;1;2127.06;наличные;;1053
100000951;2-17-2017;0,697233796;Рубашка тип 5, Reebok;1;971.88;наличные;;534
100000956;5-21-2017;0,381921296;Кроссовки тип 5, Adidas;2;3241.62;безналичные;;1566
100000964;11-9-2017;0,752488426;Штаны тип 10, Reebok;1;343.44;безналичные;;162
100000988;8-11-2016;0,430405093;Шапка тип 7, Reebok;1;299.52;безналичные;;195
100001003;6-7-2016;0,498668981;Майка тип 1, Adidas;1;797.16;безналичные;;364
100001003;6-7-2016;0,498668981;Сапоги тип 4, Adidas;1;7128.99;безналичные;;3411
100001012;11-7-2016;0,554976852;Запонка тип 4, Nike;1;386.12;безналичные;ФИО 1153;197
100001012;11-7-2016;0,554976852;Кроссовки тип 5, Puma;2;1947.36624;безналичные;ФИО 1153;1406
100001012;11-7-2016;0,554976852;Туфли тип 4, Reebok;2;10607.6872;безналичные;ФИО 1153;6596
100001022;6-12-2017;0,790497685;Шапка тип 1, Puma;1;470.016;безналичные;;288
100001022;6-12-2017;0,790497685;Шлёпки тип 2, Reebok;2;937.4;безналичные;;436
100001022;6-12-2017;0,790497685;Кепка тип 3, Reebok;1;315.57;безналичные;;157
100001022;6-12-2017;0,790497685;Шлёпки тип 3, Nike;1;313.536;безналичные;;138
100001029;4-8-2017;0,853622685;Колготки тип 4, Nike;1;269.50284;безналичные;;123
100001029;4-8-2017;0,853622685;Шапка тип 2, Puma;1;380.16;безналичные;;220
100001029;4-8-2017;0,853622685;Майка тип 1, Nike;1;318.8104;безналичные;;139
100001029;4-8-2017;0,853622685;Запонка тип 3, Puma;1;564.5952;безналичные;;390
100001042;6-7-2016;0,610208333;Сапоги тип 4, Reebok;2;14322.2;наличные;;7538
100001059;1-22-2016;0,854143519;Футболка тип 7, Puma;1;201.552;наличные;;114
100001064;6-10-2018;0,852905093;Колготки тип 3, Reebok;1;356.96;безналичные;ФИО 1188;184
100001084;2-28-2018;0,397789352;Запонка тип 1, Puma;1;227.88;наличные;;135
100001084;2-28-2018;0,397789352;Колготки тип 6, Nike;1;536.52;наличные;;255
100001104;4-21-2018;0,574305556;Майка тип 4, Reebok;1;271.6;наличные;ФИО 1268;140
100001104;4-21-2018;0,574305556;Штаны тип 7, Puma;1;482.232;наличные;ФИО 1268;283
100001122;3-25-2017;0,422488426;Рубашка тип 7, Puma;1;1076.768;наличные;;644
100001122;3-25-2017;0,422488426;Рубашка тип 1, Nike;1;1428.65856;наличные;;837
100001122;3-25-2017;0,422488426;Рубашка тип 11, Adidas;2;1202.8;наличные;;620
100001122;3-25-2017;0,422488426;Туфли тип 3, Reebok;1;2250.18;наличные;;1389
100001148;6-2-2017;0,684571759;Кепка тип 3, Reebok;1;315.57;безналичные;;157
100001148;6-2-2017;0,684571759;Рубашка тип 3, Puma;2;547.2;безналичные;;304
100001152;9-5-2016;0,538368056;Колготки тип 7, Reebok;1;315.59;наличные;ФИО 495;151
100001154;6-4-2016;0,587210648;Рубашка тип 1, Adidas;1;914.82;наличные;ФИО 1078;474
100001154;6-4-2016;0,587210648;Рубашка тип 10, Nike;1;397.46;наличные;ФИО 1078;167
100001155;2-21-2016;0,860381944;Шлёпки тип 1, Nike;1;371.68;безналичные;;184
100001155;2-21-2016;0,860381944;Рубашка тип 11, Adidas;1;595.386;безналичные;;310
100001155;2-21-2016;0,860381944;Шлёпки тип 3, Adidas;1;246.4018;безналичные;;151
100001162;2-15-2016;0,476296296;Рубашка тип 7, Nike;1;1646.56;безналичные;ФИО 868;820
100001168;4-17-2017;0,66587963;Шапка тип 8, Adidas;1;326.8;безналичные;;152
100001170;10-11-2017;0,480231481;Туфли тип 2, Reebok;2;8569.3608;наличные;;4756
100001174;5-6-2017;0,691481481;Ремень тип 3, Reebok;2;1428.84;наличные;ФИО 394;756
100001174;5-6-2017;0,691481481;Шапка тип 3, Nike;1;648.448;наличные;ФИО 394;298
100001174;5-6-2017;0,691481481;Рубашка тип 9, Puma;1;669.8;наличные;ФИО 394;425
100001176;9-6-2016;0,809618056;Штаны тип 9, Reebok;1;608.16;безналичные;;336
100001179;3-9-2018;0,73693287;Кроссовки тип 3, Nike;1;2651.176;безналичные;;1282
100001179;3-9-2018;0,73693287;Сапоги тип 1, Adidas;1;7293.79;безналичные;;3593
100001189;8-31-2018;0,614039352;Туфли тип 3, Puma;1;4209.0048;наличные;;3003
100001202;11-2-2017;0,677928241;Майка тип 2, Puma;1;624;наличные;;390
100001202;11-2-2017;0,677928241;Штаны тип 7, Puma;1;482.232;наличные;;283
100001202;11-2-2017;0,677928241;Колготки тип 5, Adidas;1;736.32;наличные;;354
100001202;11-2-2017;0,677928241;Шлёпки тип 3, Reebok;1;481.14;наличные;;243
100001202;11-2-2017;0,677928241;Штаны тип 10, Adidas;1;1264.4;наличные;;580
100001202;11-2-2017;0,677928241;Запонка тип 3, Reebok;1;719.44;наличные;;391
100001202;11-2-2017;0,677928241;Штаны тип 11, Reebok;1;1725.998;наличные;;857
100001202;11-2-2017;0,677928241;Шапка тип 1, Adidas;1;225.09;наличные;;123
100001217;12-22-2016;0,633680556;Ремень тип 4, Nike;2;1258.784;наличные;;566
100001221;1-22-2016;0,548449074;Футболка тип 7, Nike;2;1739.168;безналичные;;782
100001221;1-22-2016;0,548449074;Рубашка тип 9, Puma;1;669.8;безналичные;;425
100001221;1-22-2016;0,548449074;Мячик тип 1, Reebok;1;93.74;безналичные;;43
100001221;1-22-2016;0,548449074;Ремень тип 1, Puma;2;564.53488;безналичные;;382
100001221;1-22-2016;0,548449074;Футболка тип 1, Reebok;1;260.1312;безналичные;;158
100001221;1-22-2016;0,548449074;Штаны тип 1, Puma;1;722.304;безналичные;;418
100001221;1-22-2016;0,548449074;Ремень тип 3, Nike;1;469.264;безналичные;;211
100001221;1-22-2016;0,548449074;Шапка тип 4, Reebok;1;229.4;безналичные;;124
100001221;1-22-2016;0,548449074;Запонка тип 2, Puma;1;445.28;безналичные;;253
100001242;1-12-2017;0,642534722;Колготки тип 4, Reebok;1;758.3328;безналичные;;393
100001242;1-12-2017;0,642534722;Шапка тип 8, Adidas;1;294.12;безналичные;;152
100001242;1-12-2017;0,642534722;Сапоги тип 4, Reebok;2;12603.536;безналичные;;7538
100001242;1-12-2017;0,642534722;Ремень тип 1, Reebok;1;558.6308;безналичные;;298
100001245;3-6-2017;0,853726852;Рубашка тип 6, Reebok;1;699.6;наличные;;330
100001245;3-6-2017;0,853726852;Колготки тип 2, Puma;1;427.648;наличные;;257
100001248;12-25-2016;0,44505787;Запонка тип 6, Reebok;1;413.27;наличные;;221
100001248;12-25-2016;0,44505787;Туфли тип 1, Nike;1;3176.892;наличные;;1611
100001248;12-25-2016;0,44505787;Рубашка тип 10, Reebok;1;1125.72;наличные;;531
100001248;12-25-2016;0,44505787;Шапка тип 3, Puma;1;388.44;наличные;;249
100001248;12-25-2016;0,44505787;Колготки тип 6, Puma;2;868.58304;наличные;;598
100001255;9-20-2017;0,4046875;Шапка тип 3, Adidas;1;231;безналичные;;110
100001255;9-20-2017;0,4046875;Шлёпки тип 3, Adidas;1;300.49;безналичные;;151
100001260;3-24-2016;0,625324074;Мячик тип 1, Puma;2;122.2232;наличные;;86
100001260;3-24-2016;0,625324074;Ремень тип 4, Reebok;1;450.76;наличные;;236
100001260;3-24-2016;0,625324074;Шлёпки тип 1, Adidas;1;391.95;наличные;;195
100001260;3-24-2016;0,625324074;Рубашка тип 7, Puma;1;882.94976;наличные;;644
100001288;11-18-2016;0,763773148;Колготки тип 2, Reebok;1;415.8;наличные;;210
100001288;11-18-2016;0,763773148;Запонка тип 6, Reebok;1;413.27;наличные;;221
100001288;11-18-2016;0,763773148;Туфли тип 2, Puma;1;3234.944;наличные;;2032
100001288;11-18-2016;0,763773148;Футболка тип 6, Nike;1;753.588;наличные;;346
100001288;11-18-2016;0,763773148;Рубашка тип 12, Puma;1;449.70112;наличные;;328
100001288;11-18-2016;0,763773148;Колготки тип 5, Nike;1;506.984;наличные;;254
100001288;11-18-2016;0,763773148;Кепка тип 2, Adidas;1;618.1056;наличные;;292
100001288;11-18-2016;0,763773148;Кроссовки тип 1, Nike;2;6708.05856;наличные;;3774
100001288;11-18-2016;0,763773148;Колготки тип 2, Puma;1;427.648;наличные;;257
100001288;11-18-2016;0,763773148;Майка тип 4, Adidas;1;217.21;наличные;;107
100001290;9-19-2018;0,496006944;Майка тип 1, Nike;1;339.16;безналичные;;139
100001290;9-19-2018;0,496006944;Рубашка тип 8, Reebok;2;2375.86;безналичные;;1126
100001290;9-19-2018;0,496006944;Футболка тип 1, Adidas;1;459.9;безналичные;;219
100001305;3-8-2017;0,746655093;Запонка тип 7, Nike;1;540.90288;наличные;;252
100001323;4-25-2016;0,761898148;Запонка тип 1, Reebok;1;767.97;безналичные;ФИО 1141;371
100001323;4-25-2016;0,761898148;Сапоги тип 1, Puma;1;6316.816;безналичные;ФИО 1141;3778
100001323;4-25-2016;0,761898148;Шлёпки тип 1, Adidas;1;391.95;безналичные;ФИО 1141;195
100001323;4-25-2016;0,761898148;Штаны тип 12, Nike;1;1574.69952;безналичные;ФИО 1141;758
100001339;8-3-2017;0,523680556;Ремень тип 1, Nike;1;274.912;наличные;ФИО 894;121
100001339;8-3-2017;0,523680556;Колготки тип 2, Adidas;1;107.52;наличные;ФИО 894;56
100001343;7-14-2016;0,614895833;Штаны тип 7, Nike;1;2670.744;наличные;;1299
100001343;7-14-2016;0,614895833;Кроссовки тип 5, Puma;2;2238.352;наличные;;1406
100001373;4-22-2018;0,691111111;Кепка тип 3, Reebok;1;315.57;наличные;;157
100001391;6-18-2018;0,673344907;Сапоги тип 1, Adidas;1;7293.79;безналичные;;3593
100001391;6-18-2018;0,673344907;Штаны тип 2, Puma;1;1043.12;безналичные;;590
100001391;6-18-2018;0,673344907;Шапка тип 1, Reebok;1;426.173;безналичные;;265
100001409;5-27-2017;0,607928241;Рубашка тип 8, Nike;1;1172.888;наличные;;542
100001421;5-10-2017;0,610439815;Ремень тип 3, Nike;2;938.528;наличные;ФИО 776;422
100001421;5-10-2017;0,610439815;Шлёпки тип 3, Adidas;1;264.4312;наличные;ФИО 776;151
100001421;5-10-2017;0,610439815;Запонка тип 2, Puma;1;400.752;наличные;ФИО 776;253
100001424;6-11-2018;0,805347222;Кепка тип 2, Reebok;1;196.35;наличные;;105
100001437;5-4-2017;0,756875;Ремень тип 1, Reebok;1;613.88;наличные;;298
100001438;5-24-2017;0,552233796;Штаны тип 2, Nike;1;1392.46668;наличные;ФИО 82;597
100001438;5-24-2017;0,552233796;Штаны тип 9, Puma;1;858.28;наличные;ФИО 82;499
100001478;1-14-2016;0,805011574;Запонка тип 4, Reebok;1;821.24;наличные;ФИО 1270;419
100001478;1-14-2016;0,805011574;Кроссовки тип 4, Reebok;1;3502;наличные;ФИО 1270;1700
100001479;1-21-2018;0,81193287;Колготки тип 6, Reebok;1;657.02;наличные;;380
100001527;4-13-2018;0,709097222;Футболка тип 5, Reebok;1;700.91;безналичные;;323
100001527;4-13-2018;0,709097222;Футболка тип 7, Reebok;1;549.12;безналичные;;286
100001530;6-7-2018;0,601805556;Ремень тип 2, Reebok;1;440.99;безналичные;;209
100001530;6-7-2018;0,601805556;Кепка тип 1, Puma;1;237.984;безналичные;;134
100001530;6-7-2018;0,601805556;Рубашка тип 7, Reebok;1;1297.1574;безналичные;;686
100001530;6-7-2018;0,601805556;Туфли тип 3, Nike;1;6650.368;безналичные;;3352
100001531;5-24-2017;0,586597222;Сапоги тип 2, Adidas;2;13566.9;безналичные;;6618
100001532;9-6-2016;0,585266204;Туфли тип 2, Reebok;1;4327.96;наличные;;2378
100001532;9-6-2016;0,585266204;Кроссовки тип 5, Adidas;1;1620.81;наличные;;783
100001532;9-6-2016;0,585266204;Запонка тип 7, Nike;1;581.616;наличные;;252
100001532;9-6-2016;0,585266204;Мячик тип 2, Reebok;2;200.22;наличные;;94
100001542;7-18-2017;0,807951389;Запонка тип 3, Adidas;1;376.618;безналичные;;187
100001542;7-18-2017;0,807951389;Сапоги тип 2, Reebok;1;2607.95;безналичные;;1213
100001547;9-4-2016;0,689039352;Рубашка тип 4, Reebok;1;1673.9;безналичные;;881
100001551;6-23-2017;0,790486111;Колготки тип 7, Puma;1;565.76;наличные;;320
100001557;1-25-2018;0,55193287;Шапка тип 7, Puma;1;386.784;наличные;;237
